ID,FREQ,ROUTE,LENGTH,INCLANES,DECLANES,WIDTH,MIMEDSH,MXMEDSH,SPEED,URB,FC,AADT,SINGLE,DOUBLE,TRAIN,PEAKHR,GRADEBR,MIGRADE,MXGRADE,MXGRDIFF,TANGENT,CURVES,MINRAD,ACCESS,MEDWIDTH,FRICTION,ADTLANE,SLOPE,INTECHAG,AVEPRE,AVESNOW,LANEADT,LNLANADT,LNAADT,DENSITY,LOWFRI,MEDFRI,HIFRI,CURVMILE,LOWCVMIL,MEDCVMIL,HICVMIL,TRUCK,NOTRUCK,MED030,MED3040,MED4050,MED5060,MED60,SPEED1,SPEED2,SPEED3,SPEED4,LOCAL,INTSTATE,NONE,PARTIAL,FULL,FLAT,SLIGHT,MEDIUM,SLPFLAT,SLPMED,LOWPRE,MEDPRE,HIPRE,NORSNOW,HISNOW,LANEWID,NLANWID,WLANWID,EXPOSE,CPM,INTPM,GBRPM,const
54,69,5,3.58,3,3,72,7,10,55,1,5,147356,3.5,3.5,0.7,8.6,4,-0.5,-2.58,2.08,0.92,4,2456,2,5,44.8,24559,1,2,3.37,1.12,24559.33333,10.1088472,11.9006067,6860.148976,0,1,0,1.1173184,0,1,0,7.7,1134641.2,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0.0833333,1,0,1.9255009,1.1173184,0.5586592,1.1173184,1
55,19,5,0.91,3,3,72,6,6,55,1,5,101645,3.1,4.3,1,8.6,4,0,-2.06,2.27,0.07,2,20000,2,2,57.5,16941,0,1,3.62,0,16940.83333,9.7374822,11.5292416,18616.30037,0,0,1,2.1978022,0,1,0,8.4,853818,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.3376139,2.1978022,1.0989011,4.3956044,1
56,50,5,4.07,3,3,88,6,6,55,1,5,77256,4.3,7.1,1.5,9.8,6,0,2.97,3.98,0.16,2,30000,2,2,54.8,12876,0,2,3.62,0,12876,9.4631204,11.2548799,3163.636364,0,0,1,0.4914005,1,0,0,12.9,996602.4,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0681818,1,0,1.1476765,0.4914005,0.4914005,1.4742015,1
57,49,5,3.78,3,3,88,6,6,65,0,5,63648,4.3,7.1,1.5,9.8,5,0,-2.95,2.95,0.66,2,3820,2,2,53.5,10608,0,1,4.92,1.12,10608,9.2693637,11.0611232,2806.349206,0,0,1,0.5291005,0,1,0,12.9,821059.2,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0681818,1,0,0.8781515,0.5291005,0.2645503,1.3227513,1
58,18,5,1.36,3,3,88,6,6,65,0,5,58548,4.3,7.1,1.5,9.8,1,0,2.9,2.2,0.05,1,3200,2,2,54.3,9758,0,1,4.92,1.12,9758,9.1858427,10.9776022,7175,0,0,1,0.7352941,0,1,0,12.9,755269.2,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0681818,1,0,0.2906323,0.7352941,0.7352941,0.7352941,1
59,14,5,1.08,3,3,72,6,6,65,0,5,54521,4.3,7.1,1.5,9.8,1,-2,2.9,4.9,0.56,1,6000,2,5,48,9087,1,1,4.92,1.12,9086.833333,9.1145818,10.9063412,8413.734568,0,1,0,0.9259259,0,1,0,12.9,703320.9,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0.0833333,1,0,0.2149218,0.9259259,0.9259259,0.9259259,1
60,6,5,0.86,3,3,99,6,6,65,0,5,54521,4.3,7.1,1.5,9.8,2,0.5,3.62,5.62,0.51,1,6000,2,5,45,9087,0,1,4.92,1.12,9086.833333,9.1145818,10.9063412,10566.08527,0,1,0,1.1627907,0,1,0,12.9,703320.9,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0606061,1,0,0.1711414,1.1627907,1.1627907,2.3255814,1
61,6,5,0.94,3,3,72,6,6,65,0,5,52011,4.3,7.1,1.5,9.8,1,1.43,2.2,0.51,0.44,2,5000,2,5,53,8669,0,1,4.92,1.12,8668.5,9.067451,10.8592105,9221.808511,0,0,1,2.1276596,0,1,0,12.9,670941.9,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.1784497,2.1276596,1.0638298,1.0638298,1
62,18,5,2.36,3,3,72,6,6,65,0,5,52011,4.3,7.1,1.5,9.8,5,0.54,2.05,3.05,0.53,2,5730,2,5,49.8,8669,1,2,4.92,1.12,8668.5,9.067451,10.8592105,3673.09322,0,1,0,0.8474576,0,1,0,12.9,670941.9,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0.0833333,1,0,0.4480228,0.8474576,0.8474576,2.1186441,1
63,11,5,1.69,3,3,72,6,6,65,0,5,42803,5.04,7.59,1.81,9.8,4,-0.5,-1.73,2.56,0.56,2,16000,2,5,51.5,7134,0,1,4.92,1.12,7133.833333,8.872604,10.6643635,4221.203156,0,0,1,1.183432,0,1,0,14.44,618075.32,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.2640303,1.183432,0.591716,2.3668639,1
64,34,5,4.27,3,3,72,6,6,65,0,5,41221,5.04,7.59,1.81,9.8,7,0,-3.95,2.93,1.54,4,3885,2,5,54.8,6870,0,2,3.93,0,6870.166667,8.8349436,10.6267031,1608.938329,0,0,1,0.9367681,0,1,0,14.44,595231.24,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.6424499,0.9367681,0.4683841,1.6393443,1
65,2,5,2.88,3,3,72,4,6,65,0,5,41964,5.04,7.59,1.81,9.8,1,0,0.47,0.48,0.64,2,4500,2,4,55.8,6994,0,2,3.93,0,6994,8.8528079,10.6445674,2428.472222,0,0,1,0.6944444,0,1,0,14.44,605960.16,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.4411256,0.6944444,0.6944444,0.3472222,1
66,18,5,1.53,3,2,60,4,6,65,0,5,43180,5.04,7.59,1.81,9.8,0,0.12,0.2,0.08,2.49,3,2865,2,2,59.3,8636,0,1,3.93,0,8636,9.0636948,10.6731327,5644.444444,0,0,1,1.9607843,0,1,0,14.44,623519.2,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.2411387,1.9607843,0.6535948,0,1
67,6,5,0.66,2,2,48,4,4,65,1,5,46975,5.04,7.59,1.81,9.8,0,0.2,-0.21,0.41,1.41,0,0,2,2,47.5,11744,1,1,3.93,0,11743.75,9.3710765,10.7573708,17793.56061,0,1,0,0,1,0,0,14.44,678319,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0.0833333,1,0,0.1131628,0,1.5151515,0,1
68,24,5,2.54,2,2,48,4,4,65,0,5,31949,5.4,8.1,1.8,9.7,4,0.02,2.99,2.45,1.2,4,2547,2,2,49.7,7987,0,2,3.93,0,7987.25,8.9856018,10.3718962,3144.586614,0,1,0,1.5748031,0,1,0,15.3,488819.7,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.2961992,1.5748031,0.7874016,1.5748031,1
69,6,5,0.69,2,2,48,4,4,65,0,5,28056,4.8,7.1,1.7,9.7,1,1.4,1.91,0.51,1.54,1,7640,2,2,49.7,7014,0,0,3.93,0,7014,8.8556634,10.2419578,10165.21739,0,1,0,1.4492754,0,1,0,13.6,381561.6,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.070659,1.4492754,0,1.4492754,1
70,29,5,3.02,2,2,48,4,4,65,0,5,28056,4.8,7.1,1.7,9.7,5,0.5,3,3.9,0.41,4,2865,2,5,50.3,7014,0,1,3.93,0,7014,8.8556634,10.2419578,2322.516556,0,0,1,1.3245033,0,1,0,13.6,381561.6,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.3092613,1.3245033,0.3311258,1.6556291,1
71,17,5,0.53,2,2,48,4,4,65,0,5,32896,4.8,7.1,1.7,9.7,0,3,3,0,0.59,1,1763,2,2,52,8224,0,1,3.8,1.2,8224,9.014812,10.4011063,15516.98113,0,0,1,1.8867925,0,1,0,13.6,447385.6,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.0636373,1.8867925,1.8867925,0,1
72,46,5,2.09,2,2,48,4,4,55,1,5,26699,4.8,7.1,1.7,9.7,7,-0.1,-4,4.53,0.63,5,1910,2,2,46.5,6675,0,3,3.8,1.2,6674.75,8.806087,10.1923814,3193.660287,0,1,0,2.3923445,0,1,0,13.6,363106.4,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.2036733,2.3923445,1.4354067,3.3492823,1
73,29,5,0.79,2,2,55,4,4,55,1,5,56998,3,5.3,1.2,9.7,4,-0.5,-2,2.6,0.48,1,2865,2,2,42,14250,0,1,3.8,1.2,14249.5,9.5644771,10.9507715,18037.34177,0,1,0,1.2658228,0,1,0,9.5,541481,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0727273,1,0,0.1643537,1.2658228,1.2658228,5.0632911,1
74,27,5,0.74,2,2,48,4,4,55,1,5,56998,3,5.3,1.2,9.7,3,1,-2,3.03,0.44,2,1910,2,2,42,14250,1,2,3.8,1.2,14249.5,9.5644771,10.9507715,19256.08108,0,1,0,2.7027027,0,0,1,9.5,541481,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0.0833333,1,0,0.1539516,2.7027027,2.7027027,4.0540541,1
75,19,5,1.23,2,2,48,4,4,55,1,5,43656,3,5.3,1.2,9.7,8,0.5,-2.32,3.92,0.01,2,1910,2,2,43.5,10914,1,2,3.8,1.2,10914,9.2978016,10.684096,8873.170732,0,1,0,1.6260163,0,1,0,9.5,414732,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0.0833333,1,0,0.1959936,1.6260163,1.6260163,6.504065,1
76,30,5,4.16,2,2,48,4,4,55,1,5,46018,3,5.3,1.2,9.7,20,0.01,-3.8,5.54,0.02,3,4584,2,5,45.1,11505,0,1,3.8,1.2,11504.5,9.3504935,10.7367879,2765.504808,0,1,0,0.7211538,0,1,0,9.5,437171,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.6987373,0.7211538,0.2403846,4.8076923,1
77,19,5,0.65,2,2,48,4,4,65,1,5,35461,3,5.3,1.2,9.7,1,0,-0.51,0.51,0.04,2,5730,2,2,40.5,8865,0,1,3.8,1.2,8865.25,9.0898944,10.4761888,13638.84615,0,1,0,3.0769231,0,0,1,9.5,336879.5,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.0841312,3.0769231,1.5384615,1.5384615,1
78,19,5,2.17,2,2,48,4,4,65,1,5,32359,3,5.3,1.2,9.7,4,0.16,-1.53,1.25,0.62,3,2292,2,2,50.5,8090,0,2,3.8,1.2,8089.75,8.9983531,10.3846475,3727.995392,0,0,1,1.3824885,0,1,0,9.5,307410.5,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.2562995,1.3824885,0.921659,1.843318,1
79,58,5,8.2,2,2,48,4,4,65,0,5,32330,3,5.3,1.2,9.7,14,0,-1.2,1.2,0.17,7,7640,2,5,50,8083,0,3,3.8,1.2,8082.5,8.9974565,10.3837509,985.6707317,0,0,1,0.8536585,0,1,0,9.5,307135,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.9676369,0.8536585,0.3658537,1.7073171,1
80,14,5,2.27,2,2,48,4,4,65,0,5,19493,3.96,7.14,1.49,10.3,7,-0.55,1.8,3.08,0.13,5,2865,2,2,47.8,4873,0,2,4.14,2.59,4873.25,8.4915163,9.8778107,2146.806167,0,1,0,2.2026432,0,1,0,12.59,245416.87,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.1615093,2.2026432,0.8810573,3.0837004,1
82,17,8,3,2,2,48,4,4,55,1,1,14472,5.3,3.59,1.02,9.51,6,0.29,2.6,4.53,1.08,4,1433,1,2,51.8,3618,0,0,6.74,0.04,3618,8.1936767,9.579971,1206,0,0,1,1.3333333,0,1,0,9.91,143417.52,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.1584684,1.3333333,0,2,1
83,15,8,5.67,2,2,48,4,4,55,1,1,14472,5.3,3.59,1.02,9.51,12,0,3.02,3.02,0.75,5,1433,1,2,51.3,3618,1,0,6.74,0.04,3618,8.1936767,9.579971,638.0952381,0,0,1,0.8818342,0,1,0,9.91,143417.52,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0.0833333,1,0,0.2995053,0.8818342,0,2.1164021,1
84,2,8,0.72,2,2,48,4,4,55,1,1,11626,5.1,3.6,1.1,9.4,2,0.34,1.01,0.67,0.91,2,5730,1,5,48.5,2907,0,0,6.33,0,2906.5,7.9747049,9.3609992,4036.805556,0,1,0,2.7777778,0,0,1,9.8,113934.8,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.0305531,2.7777778,0,2.7777778,1
85,4,8,0.53,2,2,48,4,4,55,1,1,11626,5.1,3.6,1.1,9.4,0,0.59,0.84,0.25,0.02,2,5730,1,3,52.5,2907,0,0,6.33,0,2906.5,7.9747049,9.3609992,5483.962264,0,0,1,3.7735849,0,0,1,9.8,113934.8,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.0224905,3.7735849,0,0,1
86,11,8,2.47,2,2,48,4,4,55,1,1,12602,5.1,3.6,1.1,9.3,6,-0.38,3.08,3.85,0.25,4,1433,1,5,49,3151,0,0,6.33,0,3150.5,8.0553164,9.4416108,1275.506073,0,1,0,1.6194332,0,1,0,9.8,123499.6,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.1136133,1.6194332,0,2.4291498,1
87,16,8,3.12,2,2,48,4,4,55,1,1,13263,5.1,3.6,1.1,8.3,11,0.29,3.28,3.92,0.86,7,1910,1,2,50.7,3316,0,0,6.33,0,3315.75,8.1064391,9.4927335,1062.740385,0,0,1,2.2435897,0,1,0,9.8,129977.4,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.151039,2.2435897,0,3.525641,1
88,7,8,1.6,2,2,48,4,4,55,1,1,14519,5.1,3.6,1.1,8,4,0.43,-3.96,2.68,1.02,4,1433,1,2,51,3630,0,0,6.33,0,3629.75,8.1969191,9.5832134,2268.59375,0,0,1,2.5,0,1,0,9.8,142286.2,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.084791,2.5,0,2.5,1
89,6,8,1.12,2,2,48,4,4,55,1,1,13812,5.1,3.6,1.1,8.5,2,-0.4,-3.96,1.68,0.52,3,1910,1,5,53,3453,0,0,6.33,0,3453,8.1469987,9.5332931,3083.035714,0,0,1,2.6785714,0,0,1,9.8,135357.6,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.0564635,2.6785714,0,1.7857143,1
90,5,8,0.9,2,2,48,4,4,55,1,1,13812,5.1,3.6,1.1,8.5,1,-0.43,-3.96,3.29,0.34,1,1910,1,2,52,3453,0,0,5.28,2.63,3453,8.1469987,9.5332931,3836.666667,0,0,1,1.1111111,0,1,0,9.8,135357.6,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.0453724,1.1111111,0,1.1111111,1
91,18,12,4.68,2,2,48,4,10,55,1,1,13088,7,4.9,1.5,8.8,7,0,-2.9,2.9,0.06,9,2000,2,2,53.2,3272,0,1,6.74,0.04,3272,8.0931567,9.4794511,699.1452991,0,0,1,1.9230769,0,1,0,13.4,175379.2,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.2235692,1.9230769,0.2136752,1.4957265,1
92,16,12,4.72,2,2,48,4,4,55,1,1,17022,7,4.9,1.5,7.8,3,0,3.02,3.02,0.18,7,1910,2,2,55,4256,0,1,6.74,0.04,4255.5,8.3559675,9.7422619,901.5889831,0,0,1,1.4830508,0,1,0,13.4,228094.8,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.293255,1.4830508,0.2118644,0.6355932,1
93,4,12,2.27,2,2,48,3,4,55,0,1,7470,4.96,3.13,1.29,9.44,0,-0.32,-0.79,0.47,0.01,3,2100,1,5,48.2,1868,0,0,0.51,0.28,1867.5,7.5323559,8.9186503,822.6872247,0,1,0,1.3215859,0,1,0,9.38,70068.6,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.0618927,1.3215859,0,0,1
94,3,12,0.61,2,2,50,4,4,55,0,1,6224,5,3.1,1.3,9.24,0,-0.45,-0.91,0.44,0.37,2,1916,1,5,48.2,1556,0,0,0.51,0.28,1556,7.3498737,8.7361681,2550.819672,0,1,0,3.2786885,0,0,1,9.4,58505.6,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.08,1,0,0.0138577,3.2786885,0,0,1
95,7,12,3.85,2,2,50,4,4,55,0,1,6224,5,3.1,1.3,9.24,0,-0.29,-0.82,0.49,0.89,6,1500,1,4,52.1,1556,0,0,0.51,0.28,1556,7.3498737,8.7361681,404.1558442,0,0,1,1.5584416,0,1,0,9.4,58505.6,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.08,1,0,0.0874628,1.5584416,0,0,1
96,9,12,0.97,2,2,50,4,4,55,0,1,9272,3.72,2.33,0.56,9.4,2,-0.46,-1.11,1.19,0.2,1,22920,1,2,54.5,2318,0,0,0.51,0.28,2318,7.74846,9.1347544,2389.690722,0,0,1,1.0309278,0,1,0,6.61,61287.92,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.08,1,0,0.0328275,1.0309278,0,2.0618557,1
97,7,12,1.96,2,2,50,4,4,55,1,1,16428,3.3,3,1,8.6,2,-0.49,2.77,3.26,0.4,3,2800,2,4,51.8,4107,0,2,0.51,0.28,4107,8.3204481,9.7067425,2095.408163,0,0,1,1.5306122,0,1,0,7.3,119924.4,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0.08,1,0,0.1175259,1.5306122,1.0204082,1.0204082,1
98,11,12,2.84,2,2,48,4,10,55,1,1,24714,3.02,2.94,0.58,9.1,4,0,-1.35,1.34,0.02,0,0,2,2,46.8,6179,0,1,0.44,0,6178.5,8.7288308,10.1151252,2175.528169,0,1,0,0,1,0,0,6.54,161629.56,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.2561853,0,0.3521127,1.4084507,1
99,3,12,0.56,2,2,48,4,10,55,0,1,14126,5.5,3.3,1.4,8.61,2,0,-2.68,2.68,3.27,1,4000,1,2,52.5,3532,0,0,0.7,0.58,3531.5,8.169478,9.5557723,6306.25,0,0,1,1.7857143,0,1,0,10.2,144085.2,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.0288735,1.7857143,0,3.5714286,1
100,0,14,0.85,2,2,54,0,0,50,1,1,34868,2.2,1.8,0.5,8.9,2,0,0.7,0.7,0.45,2,5730,1,1,48.5,8717,0,1,3.18,0.67,8717,9.0730304,10.4593248,10255.29412,0,1,0,2.3529412,0,1,0,4.5,156906,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.0740741,1,0,0.108178,2.3529412,1.1764706,2.3529412,1
101,11,16,0.5,2,2,48,4,4,55,0,1,61717,3.04,1.74,0.53,7.43,3,-0.72,-4.98,3.72,0.16,2,1952,2,3,46.5,15429,0,2,3.91,0,15429.25,9.6440203,11.0303147,30858.5,0,1,0,4,0,0,1,5.31,327717.27,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.1126335,4,4,6,1
102,23,16,0.51,2,2,48,4,4,55,0,1,53446,3.04,1.74,0.53,7.3,0,-4.98,-4.98,0,0.48,2,1400,2,2,46.5,13362,0,1,3.91,0,13361.5,9.5001327,10.8864271,26199.01961,0,1,0,3.9215686,0,0,1,5.31,283798.26,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.0994897,3.9215686,1.9607843,0,1
103,36,16,1.39,2,2,48,4,4,55,0,1,66246,3.5,2.6,0.6,7.8,3,-0.8,2.38,2.46,0.07,0,0,2,3,51.5,16562,0,1,5.22,0.75,16561.5,9.714836,11.1011304,11914.7482,0,0,1,0,1,0,0,6.7,443848.2,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.3360991,0,0.7194245,2.1582734,1
104,16,16,1.9,2,2,48,4,4,55,0,1,66246,3.5,2.6,0.6,7.8,4,0.6,-4.88,8.37,1.53,2,9923,2,4,51.8,16562,0,2,5.22,0.75,16561.5,9.714836,11.1011304,8716.578947,0,0,1,1.0526316,0,1,0,6.7,443848.2,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.459416,1.0526316,1.0526316,2.1052632,1
105,42,16,2.96,2,2,52,4,6,55,0,1,51194,3.5,2.6,0.6,8.79,6,0.86,-4.97,7.46,0.07,2,3077,2,4,50,12799,2,1,5.22,0.75,12798.5,9.4570833,10.8433776,4323.817568,0,0,1,0.6756757,0,1,0,6.7,342999.8,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0.0769231,1,0,0.5531,0.6756757,0.3378378,2.027027,1
106,18,16,3.19,2,2,48,4,8,55,1,1,30212,3.3,3.37,0.76,7.97,5,0.48,-2.89,3.8,2.35,9,3077,2,4,50.6,7553,0,1,5.22,0.75,7553,8.9297001,10.3159945,2367.711599,0,0,1,2.8213166,0,0,1,7.43,224475.16,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.3517734,2.8213166,0.3134796,1.5673981,1
107,19,16,0.77,2,2,48,4,4,55,0,1,35296,3.89,3.02,0.63,7.6,2,-1.26,4.06,6.14,0.92,2,5000,2,4,50.6,8824,0,1,5.22,1.09,8824,9.0852306,10.4715249,11459.74026,0,0,1,2.5974026,0,0,1,7.54,266131.84,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.0991994,2.5974026,1.2987013,2.5974026,1
108,0,17,0.61,1,1,24,4,4,50,1,1,11209,3.51,2.84,0.72,8.63,0,2.56,2.56,0,0.05,0,0,1,1,60.5,5605,0,0,0.55,0.33,5604.5,8.6313251,9.3244723,9187.704918,0,0,1,0,1,0,0,7.07,79247.63,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.0249568,0,0,0,1
109,3,17,0.84,2,2,48,4,4,50,0,1,12857,3.51,2.84,0.72,8.65,1,0.92,3.82,2.9,0.71,1,21200,1,1,59,3214,0,0,0.55,0.33,3214.25,8.0753493,9.4616437,3826.488095,0,0,1,1.1904762,0,1,0,7.07,90898.99,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.0394196,1.1904762,0,1.1904762,1
110,9,20,0.66,2,2,48,4,4,55,1,1,21965,4.24,2.63,0.64,9.9,2,-1.58,3.44,5.02,0.28,1,1910,1,1,49.8,5491,0,0,3.29,0.38,5491.25,8.6109112,9.9972056,8320.075758,0,1,0,1.5151515,0,1,0,7.51,164957.15,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.0529137,1.5151515,0,3.030303,1
