Iteration,Upper Vars,Lower Vars,Val Poisson Dev,Val RMSE,AIC,BIC,AADT elasticity min,AADT elasticity p10,AADT elasticity median,AADT elasticity p90,AADT elasticity share positive,Monotonic AADT OK
66,"GRADEBR_Z, LENGTH_Z, SLOPE_Z, URB","DECLANES_Z, INCLANES_Z, SLOPE_Z",15294.887699805016,40.11538346834068,,,-1.4881352098982064,-1.4881352098982064,-1.4862431194480743,-0.30277528766162376,0.05454545454545454,no
3,"GRADEBR_Z, MIMEDSH_Z, SLOPE_Z, TANGENT_Z, WIDTH_Z","AVESNOW_Z, CURVES_Z, HISNOW, INCLANES_Z, SLOPE_Z",16083.379339677766,78.6661736249771,,,-0.4350250491964985,-0.20279198071303184,0.5972959388638328,2.259559012976498,0.8545454545454545,no
40,"GRADEBR_Z, INCLANES_Z, SLOPE_Z, TANGENT_Z, TRAIN_Z, URB",INCLANES_Z,16382.043782394912,33.972486414364155,,,-1.1979340903380198,-1.1979340903380198,-1.1979340903380198,-0.8686156994700268,0.0,no
48,SLOPE_Z,"AVEPRE_Z, FRICTION_Z, SLOPE_Z, SPEED_Z",16957.417585528015,42.71485878150288,,,-1.3681895518209908,-1.0566738511112652,-0.8747380754047502,1.8510653432135955,0.36363636363636365,no
6,"ACCESS_Z, LENGTH_Z, MXGRADE_Z, MXMEDSH_Z","DECLANES_Z, SLOPE_Z",18446.433181888093,83.3511011600024,,,-1.3391988848895178,-1.3391988848895178,-1.3145622755416082,-1.2705980534686856,0.0,no
1,LENGTH_Z,SPEED_Z,19182.127116594947,68.3081767638353,,,-1.1540462510829141,-1.1423140878176476,-1.1305819245523812,-1.1305819245523812,0.0,no
16,"GRADEBR_Z, LENGTH_Z, SPEED_Z","FRICTION_Z, INCLANES_Z",19436.77807681714,104.32425719635222,,,-1.4255417427490997,-1.3723171998640205,-1.2741078968836022,-1.1244201441752222,0.0,no
20,"GRADEBR_Z, INTPM_Z, LOWPRE, MXGRDIFF_Z, TRAIN_Z","DECLANES_Z, HISNOW, INCLANES_Z",20345.017313225046,350.7709625443641,,,2.029568738426532,2.029568738426532,2.040439940957263,2.1212418231949233,1.0,yes
51,"CURVES_Z, DECLANES_Z, MEDWIDTH_Z, SPEED_Z",(none),20524.7308874004,98.94957547028612,,,-1.3477333674126029,-1.3477333674126029,-1.3477333674126029,-1.3477333674126029,0.0,no
32,"ACCESS_Z, CURVES_Z, FRICTION_Z, HISNOW","CURVES_Z, INCLANES_Z, SLOPE_Z",20775.05567978259,155.22180148789005,,,-3.3424775938043365,-2.1897873290239263,-1.0369371661044389,2.4212644539869466,0.34545454545454546,no
21,"AVEPRE_Z, MEDWIDTH_Z, MIMEDSH_Z, MXGRDIFF_Z, MXMEDSH_Z","FRICTION_Z, SPEED_Z",20932.742689979797,87.57942431840878,,,0.31922281214697734,0.5558276844670016,0.8329321689273862,1.2361335903409614,1.0,yes
74,"GRADEBR_Z, LENGTH_Z, LOWPRE, MXMEDSH_Z, SLOPE_Z",(none),21314.852980800235,236.67405848497293,,,-0.7548372923219743,-0.7548372923219743,-0.7548372923219743,-0.7548372923219743,0.0,no
55,"MIGRADE_Z, PEAKHR_Z","AVEPRE_Z, FRICTION_Z, SLOPE_Z",21371.016348631558,43.07860451863012,,,-0.7328803912741337,-0.6660211063215555,-0.57516223116766,-0.41447014155407724,0.0,no
11,"MEDWIDTH_Z, MXGRADE_Z, WIDTH_Z","DECLANES_Z, INCLANES_Z, SPEED_Z",21501.09567167757,50.83992929411327,,,-1.9689666458850388,-1.7914165357520646,-1.1398315662354181,-0.9993772127218182,0.0,no
57,"DECLANES_Z, DOUBLE_Z, FRICTION_Z, INTPM_Z, MXGRDIFF_Z, WIDTH_Z","CURVES_Z, INCLANES_Z",21727.323734303558,101.0887993456979,,,-0.9849008988284376,-0.8115362685046847,-0.5300105508604134,-0.3515063359450928,0.0,no
5,"ACCESS_Z, CURVES_Z",(none),21841.615423200547,95.85828014556657,,,-1.3448531365657441,-1.3448531365657441,-1.3448531365657441,-1.3448531365657441,0.0,no
34,(none),"AVEPRE_Z, DECLANES_Z, FRICTION_Z, SLOPE_Z, SPEED_Z",21864.23737836587,66.91723134229478,,,-1.269554448547545,-1.2196370792542912,-1.104957092938947,-0.9713334403872986,0.0,no
61,"DOUBLE_Z, MEDWIDTH_Z, SPEED_Z, TRAIN_Z",(none),21952.428571408844,127.7427519086235,,,-1.235246273889843,-1.235246273889843,-1.235246273889843,-1.235246273889843,0.0,no
44,"CURVES_Z, MXGRADE_Z, MXGRDIFF_Z",(none),22258.795737484954,183.9045472170825,,,-0.8779404540726152,-0.8779404540726152,-0.8779404540726152,-0.8779404540726152,0.0,no
65,"EXPOSE_Z, MINRAD_Z, MXMEDSH_Z",(none),22568.091968066896,106.611412999264,,,-1.4647665577864026,-1.4647665577864026,-1.4647665577864026,-1.4647665577864026,0.0,no
13,"ACCESS_Z, MXMEDSH_Z",(none),22892.1375205211,103.12404875156216,,,-1.9908230317722513,-1.9908230317722513,-1.9908230317722513,-1.9908230317722513,0.0,no
50,"AVEPRE_Z, MEDWIDTH_Z, MXGRADE_Z, WIDTH_Z",SPEED_Z,22908.112719592034,144.22891185780577,,,-1.6029996161442344,-1.6029996161442344,-1.6029996161442344,-1.532314673341539,0.0,no
39,SLOPE_Z,(none),22975.04517685785,79.19217601323373,,,-1.4215428375394752,-1.4215428375394752,-1.4215428375394752,-1.4215428375394752,0.0,no
2,(none),(none),23137.02503563643,80.4244982528335,,,-1.4500682178556328,-1.4500682178556328,-1.4500682178556328,-1.4500682178556328,0.0,no
29,"AVEPRE_Z, CPM_Z, CURVES_Z, DECLANES_Z",SLOPE_Z,23199.103386996412,135.7620909723238,,,-2.124902412262612,-2.0508611861321375,-1.902778733871189,-1.902778733871189,0.0,no
22,"FC_Z, MIGRADE_Z, TRAIN_Z","DECLANES_Z, HISNOW",23370.870550017775,113.3411667715234,,,-1.3758456509823471,-1.3758456509823471,-1.3592095306424044,-1.2591672174232345,0.0,no
43,TRAIN_Z,(none),23373.55620878152,90.18029052578825,,,-1.2771269228072857,-1.2771269228072857,-1.2771269228072857,-1.2771269228072857,0.0,no
25,"AVEPRE_Z, CPM_Z, DOUBLE_Z, FRICTION_Z, MINRAD_Z, PEAKHR_Z",(none),23450.840213096057,128.9077516203352,,,-0.49752880553158113,-0.49752880553158113,-0.49752880553158113,-0.49752880553158113,0.0,no
18,(none),"SLOPE_Z, SPEED_Z",23542.84065842002,89.69534345706123,,,-1.3965786123994122,-1.3521843225686583,-1.3048127764188895,-1.2998506825538638,0.0,no
68,"FRICTION_Z, TRAIN_Z, WIDTH_Z",(none),23599.332529956268,141.57038138016088,,,-1.8721055337296049,-1.8721055337296049,-1.8721055337296049,-1.8721055337296049,0.0,no
9,ACCESS_Z,"AVEPRE_Z, CURVES_Z, DECLANES_Z",23602.05563330652,222.0132368151863,,,-1.922654905952623,-1.850128422122972,-1.7069956498230012,-1.4953677198801287,0.0,no
76,(none),"FRICTION_Z, HISNOW",23626.7836760534,136.21740192118676,,,-1.3051880921154069,-1.255301648949692,-1.1776588389098197,-1.0662800273665918,0.0,no
58,"EXPOSE_Z, TRAIN_Z",(none),23660.105270311382,110.36834863873969,,,-0.6307210876008644,-0.6307210876008644,-0.6307210876008644,-0.6307210876008644,0.0,no
47,(none),"CURVES_Z, HISNOW",24058.42287611059,291.02415408236214,,,-1.412932672944659,-1.3398139331021144,-1.1977345555179446,-0.9783783359903107,0.0,no
27,"ADTLANE_Z, MINRAD_Z, TRAIN_Z",AVEPRE_Z,24065.652003883,145.31483654051618,,,1.9680970410582217,2.1580359274627163,2.214725575042667,2.300426610017957,1.0,yes
19,"FRICTION_Z, INCLANES_Z, LENGTH_Z, MIGRADE_Z, MIMEDSH_Z, PEAKHR_Z","AVEPRE_Z, DECLANES_Z, INCLANES_Z",24218.57464326159,421.2225599757925,,,-1.0583628423825906,-1.0554531729530714,-0.9950215771092102,-0.010727141683885971,0.10909090909090909,no
52,"DOUBLE_Z, MXGRADE_Z, MXMEDSH_Z, SINGLE_Z",HISNOW,24394.694436947615,174.85536652637654,,,-1.7276192954354699,-1.7276192954354699,-1.7276192954354699,-1.6035784531853892,0.0,no
79,(none),"INCLANES_Z, SPEED_Z",24408.977152156644,174.6319216836129,,,-1.780551335054963,-1.7702883478992508,-1.7600253607435385,-1.6164412193193667,0.0,no
42,"MEDWIDTH_Z, MXGRDIFF_Z, SPEED_Z, WIDTH_Z",DECLANES_Z,24516.042735998883,311.7648138691752,,,-1.190381299568563,-1.023857876622466,-0.857334453676369,-0.857334453676369,0.0,no
45,"HISNOW, LENGTH_Z, MIMEDSH_Z, MXGRADE_Z, MXMEDSH_Z, WIDTH_Z",DECLANES_Z,25082.570452860306,317.4563909245373,,,-2.0268373790839194,-1.5942023367789657,-1.161567294474012,-1.161567294474012,0.0,no
67,"GRADEBR_Z, INTPM_Z","CURVES_Z, FRICTION_Z, HISNOW, SPEED_Z",25088.233825644795,388.8104089325627,,,0.2705937962167779,0.3616346029188293,0.5808914276218565,0.7455152041403539,1.0,yes
37,"AVEPRE_Z, MXGRADE_Z",(none),25088.48346506785,182.48843022356118,,,-1.4205599409582963,-1.4205599409582963,-1.4205599409582963,-1.4205599409582963,0.0,no
54,"DECLANES_Z, FC_Z, LENGTH_Z, MIGRADE_Z, MXGRADE_Z, MXGRDIFF_Z","DECLANES_Z, FRICTION_Z, HISNOW",25749.460187102206,674.9446822820233,,,-2.603501060899897,-1.3049093184073035,0.04109239631302426,0.18007980569011175,0.6909090909090909,no
75,"AVEPRE_Z, FC_Z, LENGTH_Z, LOWPRE, MIMEDSH_Z, WIDTH_Z","DECLANES_Z, SLOPE_Z",26298.012279381368,430.28322212489223,,,-1.3261247762318444,-0.9134687033637395,-0.6357463351015465,-0.5682794827985906,0.0,no
41,"MXGRDIFF_Z, PEAKHR_Z",SPEED_Z,26352.672807760166,491.45907701615903,,,0.9751547184426874,1.0264357071383174,1.0777166958339477,1.0777166958339477,1.0,yes
24,"EXPOSE_Z, WIDTH_Z",SLOPE_Z,26673.142130307067,343.01903811212736,,,-1.832356011973203,-1.8294969143905615,-1.8237787192252786,-1.8237787192252786,0.0,no
77,"ADTLANE_Z, AVEPRE_Z, AVESNOW_Z, FRICTION_Z, SLOPE_Z, TANGENT_Z",HISNOW,27785.16784696466,598.37398887644,,,3.240883653436519,3.240883653436519,3.2759931259075716,3.2759931259075716,1.0,yes
33,INCLANES_Z,"DECLANES_Z, FRICTION_Z",27974.864530745344,379.8009731785847,,,-1.7616412644763353,-1.6038271795900723,-1.483534861401043,-1.3849569654627483,0.0,no
73,"LENGTH_Z, LOWPRE, MINRAD_Z, TANGENT_Z","AVEPRE_Z, AVESNOW_Z",29609.048076980212,602.7653337841091,,,-0.5260604961197024,-0.5213409896337535,-0.4263956238576063,-0.2946095149699085,0.07272727272727272,no
63,"DECLANES_Z, FRICTION_Z, HISNOW, MIMEDSH_Z, WIDTH_Z","AVEPRE_Z, FRICTION_Z, HISNOW, INCLANES_Z",30850.68189697721,391.2014926724432,,,-4.516234590862019,-3.1519432290946643,-1.0574708198127678,1.6617587949882944,0.21818181818181817,no
17,"INCLANES_Z, LOWPRE, MIGRADE_Z, MXGRDIFF_Z",AVESNOW_Z,31034.34037256646,944.4768116168065,,,0.8950871133621658,0.8950871133621658,0.9347304752052809,1.194935086575545,1.0,yes
46,"GRADEBR_Z, LOWPRE, PEAKHR_Z, SPEED_Z","AVEPRE_Z, AVESNOW_Z, FRICTION_Z, INCLANES_Z, SPEED_Z",33072.81362959578,877.134606744214,,,-1.8750050046752516,0.07239360654571324,2.125760132145799,2.340546919514665,0.9818181818181818,no
28,"CURVES_Z, LENGTH_Z","AVEPRE_Z, CURVES_Z, HISNOW, INCLANES_Z",43545.091324637426,1635.8450169134946,,,-3.1025728925904397,-2.3486501240972095,-1.358265555518602,0.6355673391799825,0.18181818181818182,no
59,(none),"AVEPRE_Z, CURVES_Z, DECLANES_Z, HISNOW, INCLANES_Z",43964.55281228134,1499.1267625881196,,,-1.756658992183749,-1.6408434654874766,-1.5185642039578553,-1.242214803834763,0.0,no
36,"AVEPRE_Z, CPM_Z, CURVES_Z, DECLANES_Z, HISNOW, TRAIN_Z","AVEPRE_Z, INCLANES_Z",45527.22507553556,1659.177568569793,,,-3.5851460545700724,-2.073563749826042,-0.9968590679720134,-0.46544306818147907,0.0,no
30,PEAKHR_Z,"DECLANES_Z, INCLANES_Z, SPEED_Z",48659.27747920107,1807.8552057290688,,,-1.6029393864869723,-1.6029393864869723,-1.586977951765022,-1.4637176772120937,0.0,no
23,"CURVES_Z, EXPOSE_Z, MEDWIDTH_Z, MIGRADE_Z, PEAKHR_Z, URB","AVESNOW_Z, FRICTION_Z",51844.39957474234,2323.491200317462,,,-0.20892673776792262,-0.14449949493445882,-0.02978267805658719,0.2620742028103951,0.38181818181818183,no
38,"CPM_Z, FC_Z, FRICTION_Z, HISNOW, MIGRADE_Z, SLOPE_Z","AVEPRE_Z, CURVES_Z, DECLANES_Z, FRICTION_Z, HISNOW",65320.34097673747,2141.39352910244,,,-10.600409488918018,-7.438011475678707,-1.8023664415945957,4.5960250302533945,0.34545454545454546,no
8,"CPM_Z, SLOPE_Z","AVEPRE_Z, CURVES_Z, FRICTION_Z, INCLANES_Z, SLOPE_Z",66020.65975546655,3578.8586958393184,,,-1.6361160742758807,-1.4792736000382567,-0.9171026702587497,6.654002982144968,0.36363636363636365,no
64,"MIGRADE_Z, PEAKHR_Z, SINGLE_Z, TANGENT_Z",AVEPRE_Z,80228.81958910063,3890.6588159573516,,,-1.328731781115806,-1.324823744045021,-1.243656820267178,-1.189966403279316,0.0,no
62,"LENGTH_Z, MEDWIDTH_Z, SINGLE_Z","AVEPRE_Z, AVESNOW_Z",84192.17618293402,4564.156411185371,,,-0.6563341474710624,-0.6536461059987045,-0.577861798783316,-0.3148603676778544,0.07272727272727272,no
15,"EXPOSE_Z, GRADEBR_Z, MEDWIDTH_Z, MINRAD_Z, MXMEDSH_Z, SPEED_Z","CURVES_Z, DECLANES_Z, SPEED_Z",107066.19409247459,5460.861697334969,,,-3.6221246186216196,0.17362337214575319,4.141036111662275,4.355028921831892,0.9818181818181818,no
49,"ACCESS_Z, GRADEBR_Z","AVESNOW_Z, FRICTION_Z, HISNOW, INCLANES_Z, SLOPE_Z",113423.62248278254,6539.776570857789,,,-0.7323546771196074,-0.6221675771868386,-0.47899370758993276,-0.1466810265280171,0.07272727272727272,no
56,(none),AVESNOW_Z,128607.68467217733,7271.716792791459,,,-1.0190337325657364,-1.0190337325657364,-0.9655840258619877,-0.6147595873155641,0.0,no
70,(none),"AVESNOW_Z, DECLANES_Z",129366.58887440273,7340.554686455958,,,-1.2074176453753935,-1.2074176453753935,-1.1408326160473423,-0.8279741905744444,0.0,no
7,"AVESNOW_Z, LOWPRE, SPEED_Z","AVESNOW_Z, CURVES_Z, DECLANES_Z, FRICTION_Z",157079.2416911002,9301.449820857848,,,-0.8036382928064556,-0.7027862845883267,-0.4160007523266275,0.7255153329781672,0.14545454545454545,no
78,"ACCESS_Z, AVESNOW_Z, CPM_Z, CURVES_Z, GRADEBR_Z, MIMEDSH_Z","AVEPRE_Z, AVESNOW_Z, DECLANES_Z, SLOPE_Z, SPEED_Z",213632.3328536878,13285.913962818873,,,-1.7069419468804794,-1.6312640987057834,-1.2564010332383768,1.5079478666233,0.14545454545454545,no
60,(none),"AVEPRE_Z, AVESNOW_Z, DECLANES_Z, HISNOW, SPEED_Z",223312.6209075674,13634.883693843534,,,-0.9154939698462912,-0.8341318466659469,-0.6756893508703059,-0.4375124042656051,0.03636363636363636,no
14,"CURVES_Z, EXPOSE_Z, MXGRDIFF_Z, PEAKHR_Z, URB","AVEPRE_Z, DECLANES_Z",257118.03072435316,16134.839368443645,,,-0.9692309558146451,-0.9635998106929773,-0.8466452581660294,-0.6177807085680914,0.0,no
12,"LENGTH_Z, SINGLE_Z, URB","AVESNOW_Z, CURVES_Z, INCLANES_Z, SPEED_Z",278532.0033572135,17667.20116163652,,,-1.4255458499480316,-1.2537901480452578,-1.1235940127477637,-0.8137132976200292,0.0,no
71,"FRICTION_Z, LENGTH_Z, MIMEDSH_Z","AVEPRE_Z, AVESNOW_Z, CURVES_Z, HISNOW, INCLANES_Z",408683.38987357734,26410.429762309635,,,-1.1177172761450571,-1.0249413891544112,-0.9332251607171862,-0.6081677165622827,0.0,no
72,SINGLE_Z,"AVESNOW_Z, FRICTION_Z, SLOPE_Z, SPEED_Z",410439.9872200072,26377.615402078092,,,-0.5901090613131317,-0.45977311868330323,-0.353618301945526,-0.05517162949391711,0.09090909090909091,no
69,"ACCESS_Z, DOUBLE_Z, FRICTION_Z, MXGRADE_Z","AVESNOW_Z, FRICTION_Z",413216.99106662965,26422.043710260124,,,-2.1500521523402902,-1.6600256888945981,-0.9221522770666416,-0.2980002447870674,0.01818181818181818,no
80,"ACCESS_Z, AVEPRE_Z, GRADEBR_Z","AVESNOW_Z, FRICTION_Z, HISNOW, INCLANES_Z",508421.13435510703,32992.03424487472,,,-1.4647015630027906,-1.380005266844866,-1.2636191088669788,-1.0055244126106762,0.0,no
4,"CURVES_Z, DECLANES_Z, DOUBLE_Z, MIMEDSH_Z",AVESNOW_Z,561136.6470272592,36581.24013295129,,,-0.6180714370289329,-0.6180714370289329,-0.5603477535985315,-0.1814704859917149,0.07272727272727272,no
26,(none),"AVESNOW_Z, SLOPE_Z, SPEED_Z",568263.0654993536,37000.266953113554,,,-0.896181644810717,-0.8184397576920389,-0.7052169417670907,-0.36545820391414346,0.05454545454545454,no
10,"INTPM_Z, MXGRADE_Z, WIDTH_Z","AVESNOW_Z, CURVES_Z, FRICTION_Z, HISNOW, SPEED_Z",813144.9533703754,53548.569989580494,,,-0.7540927599260747,-0.6061216762484747,-0.4291763804762956,0.05596710340589517,0.10909090909090909,no
31,"MIMEDSH_Z, TANGENT_Z, WIDTH_Z","AVESNOW_Z, DECLANES_Z, FRICTION_Z",867470.9336226683,57066.2262381749,,,-1.4154385531452889,-1.0437814566896353,-0.7337203921919083,-0.35955397432511754,0.03636363636363636,no
53,"AVEPRE_Z, AVESNOW_Z, DOUBLE_Z, GRADEBR_Z, SINGLE_Z, SPEED_Z",INCLANES_Z,1088329.0345942723,72095.32776847674,,,-0.6368652502153205,-0.6368652502153205,-0.6368652502153205,-0.4976121530958887,0.0,no
81,"MXGRDIFF_Z, PEAKHR_Z","AVESNOW_Z, DECLANES_Z, FRICTION_Z, INCLANES_Z, SLOPE_Z",9935673.607874941,668613.6122360644,,,1.4046916563757117,1.4970400685529603,1.626317770185108,1.876240585980839,1.0,yes
35,"DECLANES_Z, INCLANES_Z, LOWPRE, MIGRADE_Z, MIMEDSH_Z, MINRAD_Z","AVESNOW_Z, DECLANES_Z, FRICTION_Z, INCLANES_Z, SLOPE_Z",717952956.1887795,48402575.40225668,,,-11.474948332445834,-0.7851197639355374,-0.047680943441098286,0.248879231611406,0.43636363636363634,no
